Product_name,Alcohol_amount,Alcohol_percent,Price,Category
Brora 1977,70,54.9,"3,500",Scotch Whiskey
Brora 1972,70,49.7,"7,500",Scotch Whiskey
Brora 1970,70,58.4,"6,000",Scotch Whiskey
Brora 1981,70,50,"1,200",Scotch Whiskey
Brora 1974,70,50,"2,750",Scotch Whiskey
Bowmore 1968,70,43,"4,500",Scotch Whiskey
Bowmore De Luxe,100,43,"1,250",Scotch Whiskey
Bowmore De Luxe,75,43,950,Scotch Whiskey
Bowmore Sherriff's,75,40,"3,500",Scotch Whiskey
Bowmore 1968,75,45.5,"7,000",Scotch Whiskey
Black Bowmore 1964,70,49,"22,000",Scotch Whiskey
Black Bowmore 1964,70,50,"26,000",Scotch Whiskey
Bowmore 15 Year Old,75,40,750,Scotch Whiskey
Bowmore 12 Year Old,75,40,700,Scotch Whiskey
Bowmore 1968,70,40.2,"4,500",Scotch Whiskey
Blair Athol 8 Year Old,75,40,299,Scotch Whiskey
Blair Athol 8 Year Old,75,40,180,Scotch Whiskey
Balvenie 1970,70,44.6,"5,500",Scotch Whiskey
Balvenie 1968,70,50.8,"7,000",Scotch Whiskey
